   |CODCLAVECICBENEFICIARIO|CODCLAVECICSOLICITANTE|PERIODO|FECDIA|HORINITRANSACCION|CODSUCAGE|CODSESION|CODINTERNOTRANSACCION|CODTRANSACCIONVENTANILLA|DESTRANSACCIONVENTANILLA|ACTV_BENEFICIARIO|TIPPER_BENEFICIARIO|FLG_FFNN_BENEFICIARIO|FLG_FFNN_SOLICITANTE|TIPBANCA_BENEFICIARIO|TIPBANCA_SOLICITANTE|MTOTRANSACCION|TIPPER_SOLICITANTE|DESBANCA_BENEFICIARIO|DESBANCA_SOLICITANTE|FECONS_BENEFICIARIO|FECONS_SOL|FLG_AN_BENEFICIARIO|FLG_AN_SOLICITANTE|FLG_REL|FLG_ROS_BEN|FLG_ROS_SOL|FLG_MTO_P25|FLG_MTO_P50|FLG_MTO_P75|FLG_MTO_P90|FECDIA2|FEC_BEN|FLG_AN|TIPPER|FLG_NUEVA_BEN|dif|dif2|FLG_NUEVA_SOL|FLG_NUEVA|FLG_BANCA|PERSONA_SOL|EMPRESA_SOL|PERSONA_BEN|EMPRESA_BEN|FLG_ROS|FLG_MTO|FLG_NOREL|MTOTRANSACCION_ES|TIPPER_BEN|TIPPER_SOL|MTO_P95|MTOTRANSACCION_ES95|N_Cluster
161|7071429.0|3534724.0|202003|26/03/2020|12:05:26|215000|208|800684000000.0|117|Credipago without validation|121.0|E|1|1|E|P|500000.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|0|0|1|0|2020-03-26|2008-09-07|0|0|0|4218 days|4218.0|0|0|1|1|0|0|1|0|0|0|500000.0|1|0|500000.0|500000.0|6
2033|8851327.0|9658750.0|202001|02/01/2020|19:07:55|335000|1608|800641000000.0|62|DepÂ¢sito Cte|6719.0|E|1|1|C|P|826494.1|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/2017||0|0|0|0|0|0|0|0|1|2020-02-01|2017-08-24|0|0|0|891 days|891.0|0|0|1|1|0|0|0|0|1|1|826494.1|1|0|651373.7949999986|651373.7949999986|8
1031|5327980.0|5327980.0|202007|21/07/2020|12:49:50|191105|204|800727000000.0|60|DepÂ¢sito Aho|91.0|P|1|1|P|P|350600.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-07-21||0|1|0|||0|0|1|1|0|1|0|0|0|1|350600.0|0|0|350600.0|350600.0|2
1564|10029942.0|10029942.0|202003|12/03/2020|09:25:21|191142|16|902224000000.0|60|DepÂ¢sito Aho|8520.0|P|1|1|P|P|349000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-12-03||0|1|0|||0|0|1|1|0|1|0|0|0|1|349000.0|0|0|349000.0|349000.0|2
605|8637421.0|1446434.0|202008|21/08/2020|12:40:22|380000|411|800736000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|448477.6|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|0|1|0|2020-08-21||0|0|0|||0|0|1|1|0|0|0|0|0|1|448477.6|1|0|448477.6|448477.6|14
58|10759655.0|86628.0|202008|24/08/2020|12:10:18|194047|125|800736000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|350000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/08/2009||0|0|1|0|0|0|1|0|0|2020-08-24|2009-12-08|0|0|0|3912 days|3912.0|0|0|1|1|0|1|0|0|0|0|350000.0|1|0|350000.0|350000.0|12
8|620081.0|620081.0|202004|16/04/2020|12:15:46|193070|191|902230000000.0|107|Pago de Credito ALS|9309.0|P|1|1|P|P|205612.92|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|1|0|0|0|0|0|0|2020-04-16||0|1|0|||0|0|1|1|0|1|0|0|0|0|205612.92|0|0|205612.92|205612.92|4
83|12938273.0|11308057.0|202008|21/08/2020|12:40:04|345000|84|902254000000.0|62|DepÂ¢sito Cte|5234.0|E|1|1|P|P|205925.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |13/02/2014||0|0|1|0|0|0|0|0|0|2020-08-21|2014-02-13|0|0|0|2381 days|2381.0|0|0|1|1|0|1|0|0|0|0|205925.0|1|0|205925.0|205925.0|4
2995|4612297.0|4612297.0|202001|06/01/2020|11:25:49|285000|378|902193000000.0|107|Pago de Credito ALS|7122.0|P|1|1|P|P|200010.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-06-01||0|1|0|||0|0|1|1|0|1|0|0|0|1|200010.0|0|0|200010.0|200010.0|9
829|366868.0|983757.0|202003|02/03/2020|14:35:58|215000|1322|800674000000.0|117|Credipago without validation|122.0|E|1|1|C|P|319550.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |23/10/1998||0|0|0|0|0|0|1|0|0|2020-02-03|1998-10-23|0|0|0|7773 days|7773.0|0|0|1|1|0|0|0|0|0|1|319550.0|1|0|319550.0|319550.0|10
2982|21239007.0|7948482.0|202007|14/07/2020|14:26:40|335000|423|800725000000.0|62|DepÂ¢sito Cte|5252.0|E|1|1|P|P|220000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/07/2010||0|0|1|0|0|0|0|0|0|2020-07-14|2010-01-07|0|0|0|3841 days|3841.0|0|0|1|1|0|1|0|0|0|0|220000.0|1|0|220000.0|220000.0|4
271|14772.0|3233159.0|202001|29/01/2020|13:06:48|191154|178|800655000000.0|115|Credipago with partial validation|2520.0|E|1|1|C|P|208549.41|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/05/1996||0|0|0|0|0|0|0|0|0|2020-01-29|1996-05-24|0|0|0|8650 days|8650.0|0|0|1|1|0|0|0|0|0|1|208549.41|1|0|208549.41|208549.41|5
741|8637421.0|119877.0|202007|09/07/2020|15:33:05|380000|674|800724000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|415794.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|0|1|0|2020-09-07||0|0|0|||0|0|1|1|0|0|0|0|0|1|415794.0|1|0|415794.0|415794.0|14
246|9432.0|516289.0|202001|21/01/2020|18:15:32|191069|722|800651000000.0|115|Credipago with partial validation|5122.0|E|1|1|E|P|270000.0|P|EMPRESA                            |BANCA PERSONAL                     |04/01/1995||0|0|1|0|0|1|0|0|0|2020-01-21|1995-04-01|0|0|0|9061 days|9061.0|0|0|1|1|0|0|1|0|0|0|270000.0|1|0|270000.0|270000.0|16
872|5318471.0|446948.0|202008|17/08/2020|11:35:34|355001|183|902253000000.0|62|DepÂ¢sito Cte|5220.0|E|1|1|P|P|246341.03|P|BANCA PERSONAL                     |BANCA PERSONAL                     |09/06/2004||0|0|1|0|0|1|0|0|0|2020-08-17|2004-09-06|0|0|0|5824 days|5824.0|0|0|1|1|0|1|0|0|0|0|246341.03|1|0|246341.03|246341.03|4
1592|4613804.0|5571554.0|202008|04/08/2020|14:13:02|215000|394|800731000000.0|62|DepÂ¢sito Cte|5141.0|E|1|1|E|P|500000.0|P|EMPRESA                            |BANCA PERSONAL                     |27/05/2004||0|0|1|0|0|0|0|1|0|2020-04-08|2004-05-27|0|0|0|5795 days|5795.0|0|0|1|1|0|0|1|0|0|0|500000.0|1|0|500000.0|500000.0|6
1256|8682425.0|2848758.0|202007|13/07/2020|10:37:11|480000|32|902245000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|204943.18|P|BANCA PERSONAL                     |BANCA PERSONAL                     |13/09/2010||0|0|1|0|0|0|0|0|0|2020-07-13|2010-09-13|0|0|0|3591 days|3591.0|0|0|1|1|0|1|0|0|0|0|204943.18|1|0|204943.18|204943.18|4
1932|72839.0|719905.0|202008|19/08/2020|13:36:53|305003|222|800735000000.0|62|DepÂ¢sito Cte|1552.0|E|1|1|E|P|420000.0|P|EMPRESA                            |BANCA PERSONAL                     |01/02/1971||0|0|0|0|0|0|0|1|0|2020-08-19|1971-01-02|0|0|0|18127 days|18127.0|0|0|1|1|0|0|1|0|0|1|420000.0|1|0|420000.0|420000.0|13
1705|14746.0|23601461.0|202007|23/07/2020|13:05:56|475000|263|800728000000.0|60|DepÂ¢sito Aho|6599.0|E|1|1|E|P|765000.0|P|EMPRESA                            |BANCA PERSONAL                     |01/12/1994||0|0|0|0|0|0|0|0|1|2020-07-23|1994-01-12|0|0|0|9689 days|9689.0|0|0|1|1|0|0|1|0|1|1|765000.0|1|0|651373.7949999986|651373.7949999986|11
2498|18006.0|12440935.0|202004|17/04/2020|13:51:30|540002|371|800689000000.0|62|DepÂ¢sito Cte|1511.0|E|1|1|E|P|206575.6|P|EMPRESA                            |BANCA PERSONAL                     |21/12/1993||0|0|0|0|0|0|0|0|0|2020-04-17|1993-12-21|0|0|0|9614 days|9614.0|0|0|1|1|0|0|1|0|0|1|206575.6|1|0|206575.6|206575.6|0
141|1995649.0|1995649.0|202003|04/03/2020|14:30:44|475000|862|800676000000.0|109|Pago Tarjeta Solicion Negocios|91.0|P|1|1|P|P|215909.29|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-04-03||0|1|0|||0|0|1|1|0|1|0|0|0|1|215909.29|0|0|215909.29|215909.29|9
144|11053679.0|16257294.0|202001|21/01/2020|10:52:55|194051|40|800651000000.0|60|DepÂ¢sito Aho|91.0|P|1|1|P|P|316730.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-01-21||0|1|0|||0|0|1|1|0|1|0|0|0|1|316730.0|0|0|316730.0|316730.0|2
751|22428030.0|1285441.0|202002|14/02/2020|18:04:06|485000|660|800665000000.0|62|DepÂ¢sito Cte|5239.0|E|1|1|P|P|300000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/10/2018||0|0|1|0|0|0|1|0|0|2020-02-14|2018-01-10|0|0|0|765 days|765.0|0|0|1|1|0|1|0|0|0|0|300000.0|1|0|300000.0|300000.0|12
1411|3451358.0|168471.0|202008|06/08/2020|14:30:45|215011|339|902250000000.0|117|Credipago without validation|2413.0|E|1|1|P|P|300000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/09/2002||0|0|0|0|0|0|1|0|0|2020-06-08|2002-12-09|0|0|0|6391 days|6391.0|0|0|1|1|0|1|0|0|0|1|300000.0|1|0|300000.0|300000.0|2
513|4895158.0|23878467.0|202007|23/07/2020|11:34:09|480000|102|902248000000.0|117|Credipago without validation|1554.0|E|1|1|E|P|219003.1|P|EMPRESA                            |BANCA PERSONAL                     |08/02/2005||0|0|0|0|0|0|0|0|0|2020-07-23|2005-08-02|0|0|0|5469 days|5469.0|0|0|1|1|0|0|1|0|0|1|219003.1|1|0|219003.1|219003.1|0
2021|8851327.0|3065526.0|202001|23/01/2020|12:58:38|335000|543|800652000000.0|62|DepÂ¢sito Cte|6719.0|E|1|1|C|P|899904.8|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/2017||0|0|0|0|0|0|0|0|1|2020-01-23|2017-08-24|0|0|0|882 days|882.0|0|0|1|1|0|0|0|0|1|1|899904.8|1|0|651373.7949999986|651373.7949999986|8
1882|8851327.0|4306183.0|202001|07/01/2020|16:28:56|570000|1586|902194000000.0|62|DepÂ¢sito Cte|6719.0|E|1|1|C|P|911590.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/2017||0|0|0|0|0|0|0|0|1|2020-07-01|2017-08-24|0|0|0|1042 days|1042.0|0|0|1|1|0|0|0|0|1|1|911590.0|1|0|651373.7949999986|651373.7949999986|8
47|10759655.0|86628.0|202005|18/05/2020|11:42:01|194047|138|800696000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|218526.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/08/2009||0|0|1|0|0|0|0|0|0|2020-05-18|2009-12-08|0|0|0|3814 days|3814.0|0|0|1|1|0|1|0|0|0|0|218526.0|1|0|218526.0|218526.0|4
3341|2120507.0|230743.0|202002|11/02/2020|10:53:45|355000|100|902209000000.0|84|Emision de Cheques de Ger|4010.0|P|1|1|P|P|463014.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|1|0|2020-11-02||0|1|0|||0|0|1|1|0|1|0|0|0|1|463014.0|0|0|463014.0|463014.0|18
350|14227175.0|2989.0|202007|21/07/2020|15:08:59|191082|337|902247000000.0|62|DepÂ¢sito Cte|5239.0|E|1|1|P|P|351000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/03/2015||0|0|1|0|0|0|1|0|0|2020-07-21|2015-02-03|0|0|0|1995 days|1995.0|0|0|1|1|0|1|0|0|0|0|351000.0|1|0|351000.0|351000.0|12
843|366868.0|983757.0|202003|18/03/2020|14:10:59|215000|293|800683000000.0|117|Credipago without validation|122.0|E|1|1|C|P|446770.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |23/10/1998||0|0|0|0|0|0|0|1|0|2020-03-18|1998-10-23|0|0|0|7817 days|7817.0|0|0|1|1|0|0|0|0|0|1|446770.0|1|0|446770.0|446770.0|14
956|12844012.0|14492152.0|202001|04/01/2020|11:22:25|194000|270|800642000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|C|P|404810.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/2014||0|0|0|0|0|0|0|1|0|2020-04-01|2014-03-25|0|0|0|2199 days|2199.0|0|0|1|1|0|0|0|0|0|1|404810.0|1|0|404810.0|404810.0|14
2694|2096628.0|22653470.0|202005|18/05/2020|12:51:23|475000|365|800696000000.0|62|DepÂ¢sito Cte|5211.0|E|1|1|E|P|211381.2|P|EMPRESA                            |BANCA PERSONAL                     |01/02/1993||0|0|0|0|0|0|0|0|0|2020-05-18|1993-01-02|0|0|0|9998 days|9998.0|0|0|1|1|0|0|1|0|0|1|211381.2|1|0|211381.2|211381.2|0
2858|8637421.0|11059810.0|202008|28/08/2020|12:02:52|380000|400|800738000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|656005.9|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|1|2020-08-28||0|0|0|||0|0|1|1|0|0|0|0|1|1|656005.9|1|0|651373.7949999986|651373.7949999986|8
1802|21378.0|8548026.0|202006|30/06/2020|12:35:18|194019|282|800710000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|267891.7|P|EMPRESA                            |BANCA PERSONAL                     |28/10/1994||0|0|1|0|0|1|0|0|0|2020-06-30|1994-10-28|0|0|0|9377 days|9377.0|0|0|1|1|0|0|1|0|0|0|267891.7|1|0|267891.7|267891.7|16
2231|7071429.0|9848343.0|202006|03/06/2020|11:16:23|285000|228|902239000000.0|117|Credipago without validation|121.0|E|1|1|E|P|262160.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|1|0|0|0|2020-03-06|2008-09-07|0|0|0|4198 days|4198.0|0|0|1|1|0|0|1|0|0|0|262160.0|1|0|262160.0|262160.0|16
2893|8851327.0|10066007.0|202007|15/07/2020|12:05:42|335000|252|800726000000.0|62|DepÂ¢sito Cte|6719.0|E|1|1|C|P|656097.2|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/2017||0|0|0|0|0|0|0|0|1|2020-07-15|2017-08-24|0|0|0|1056 days|1056.0|0|0|1|1|0|0|0|0|1|1|656097.2|1|0|651373.7949999986|651373.7949999986|8
331|11034281.0|11034281.0|202001|23/01/2020|14:49:24|191118|311|902201000000.0|109|Pago Tarjeta Solicion Negocios|5149.0|E|1|1|P|P|234623.37|E|BANCA PERSONAL                     |BANCA PERSONAL                     |01/12/2012|01/12/2012|0|0|1|0|0|1|0|0|0|2020-01-23|2012-01-12|0|0|0|2933 days|2933.0|0|0|1|1|0|1|0|0|0|0|234623.37|1|1|234623.37|234623.37|4
218|28851.0|28851.0|202005|11/05/2020|11:37:00|575000|335|902235000000.0|109|Pago Tarjeta Solicion Negocios|5239.0|P|1|1|P|P|276369.05|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-11-05||0|1|0|||0|0|1|1|0|1|0|0|0|1|276369.05|0|0|276369.05|276369.05|9
729|72314.0|5080286.0|202004|13/04/2020|10:57:40|355000|111|902229000000.0|115|Credipago with partial validation|1549.0|E|1|1|C|P|200046.4|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |16/07/1956||0|0|0|0|0|0|0|0|0|2020-04-13|1956-07-16|0|0|0|23282 days|23282.0|0|0|1|1|0|0|0|0|0|1|200046.4|1|0|200046.4|200046.4|5
1377|13208794.0|13208794.0|202002|03/02/2020|14:51:22|193043|503|902206000000.0|60|DepÂ¢sito Aho|99.0|P|1|1|P|P|223000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-03-02||0|1|0|||0|0|1|1|0|1|0|0|0|1|223000.0|0|0|223000.0|223000.0|9
932|12844012.0|14439521.0|202001|04/01/2020|11:25:44|194000|282|800642000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|C|P|326960.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/2014||0|0|0|0|0|0|1|0|0|2020-04-01|2014-03-25|0|0|0|2199 days|2199.0|0|0|1|1|0|0|0|0|0|1|326960.0|1|0|326960.0|326960.0|10
1778|7071429.0|983757.0|202003|23/03/2020|13:06:27|215000|494|800683000000.0|117|Credipago without validation|121.0|E|1|1|E|P|250000.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|1|0|0|0|2020-03-23|2008-09-07|0|0|0|4215 days|4215.0|0|0|1|1|0|0|1|0|0|0|250000.0|1|0|250000.0|250000.0|16
1633|22342051.0|7263650.0|202006|19/06/2020|15:42:53|191076|388|902241000000.0|62|DepÂ¢sito Cte|6420.0|E|1|1|P|P|260000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |19/03/2008||0|0|1|1|0|1|0|0|0|2020-06-19|2008-03-19|0|0|0|4475 days|4475.0|0|0|1|1|0|1|0|0|0|0|260000.0|1|0|260000.0|260000.0|4
1859|24283621.0|2038390.0|202002|19/02/2020|11:28:23|355000|165|902213000000.0|84|Emision de Cheques de Ger|99.0|P|1|1|P|P|300029.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-02-19||0|1|0|||0|0|1|1|0|1|0|0|0|1|300029.0|0|0|300029.0|300029.0|2
86|9922096.0|7938546.0|202003|12/03/2020|15:19:09|245000|476|800680000000.0|62|DepÂ¢sito Cte|4520.0|E|1|1|P|P|206000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/01/1990||0|0|0|0|0|0|0|0|0|2020-12-03|1990-01-01|0|0|0|11294 days|11294.0|0|0|1|1|0|1|0|0|0|1|206000.0|1|0|206000.0|206000.0|9
787|8697073.0|8909065.0|202006|12/06/2020|14:37:21|485000|221|800705000000.0|115|Credipago with partial validation|3699.0|E|1|1|C|P|215588.08|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |19/07/2010||0|0|0|0|0|0|0|0|0|2020-12-06|2010-07-19|0|0|0|3793 days|3793.0|0|0|1|1|0|0|0|0|0|1|215588.08|1|0|215588.08|215588.08|5
2948|12954735.0|12711882.0|202002|27/02/2020|10:55:41|380000|125|800672000000.0|62|DepÂ¢sito Cte|6719.0|E|1|1|C|P|265851.3|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-02-27||0|0|0|||0|0|1|1|0|0|0|0|0|1|265851.3|1|0|265851.3|265851.3|5
2903|407038.0|9709653.0|202005|27/05/2020|16:06:06|390000|876|800698000000.0|117|Credipago without validation|130.0|E|1|1|E|P|353928.0|P|EMPRESA                            |BANCA PERSONAL                     |18/04/2000||0|0|0|0|0|0|1|0|0|2020-05-27|2000-04-18|0|0|0|7344 days|7344.0|0|0|1|1|0|0|1|0|0|1|353928.0|1|0|353928.0|353928.0|3
2734|93143.0|14938485.0|202005|26/05/2020|12:30:34|375000|334|902238000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|344691.57|P|EMPRESA                            |BANCA PERSONAL                     |07/04/1998||0|0|0|0|0|0|1|0|0|2020-05-26|1998-07-04|0|0|0|7997 days|7997.0|0|0|1|1|0|0|1|0|0|1|344691.57|1|0|344691.57|344691.57|3
1110|5097808.0|1619226.0|202001|13/01/2020|11:06:46|475000|377|800646000000.0|117|Credipago without validation|5190.0|E|1|1|C|P|373400.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |14/07/2005||1|0|0|1|0|0|1|0|0|2020-01-13|2005-07-14|0|0|0|5296 days|5296.0|0|0|1|1|0|0|0|0|0|1|373400.0|1|0|373400.0|373400.0|7
2989|12844012.0|9996125.0|202001|18/01/2020|10:54:26|194000|215|800650000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|C|P|397420.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/2014||0|0|0|0|0|0|0|1|0|2020-01-18|2014-03-25|0|0|0|2125 days|2125.0|0|0|1|1|0|0|0|0|0|1|397420.0|1|0|397420.0|397420.0|14
2645|71834.0|3383881.0|202009|03/09/2020|10:13:56|475000|98|800739000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|267670.0|P|EMPRESA                            |BANCA PERSONAL                     |01/04/1976||0|0|0|0|0|1|0|0|0|2020-03-09|1976-01-04|0|0|0|16136 days|16136.0|0|0|1|1|0|0|1|0|0|1|267670.0|1|0|267670.0|267670.0|0
1836|15972404.0|9281719.0|202001|06/01/2020|12:00:19|285003|333|800642000000.0|117|Credipago without validation|8090.0|E|1|1|P|P|244618.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |22/12/2014||0|0|0|0|0|1|0|0|0|2020-06-01|2014-12-22|0|0|0|1988 days|1988.0|0|0|1|1|0|1|0|0|0|1|244618.0|1|0|244618.0|244618.0|9
3355|10122.0|615860.0|202006|12/06/2020|12:15:11|318000|129|800705000000.0|115|Credipago with partial validation|2710.0|E|1|1|C|P|239076.5|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |21/07/1994||0|0|0|0|0|1|0|0|0|2020-12-06|1994-07-21|0|0|0|9635 days|9635.0|0|0|1|1|0|0|0|0|0|1|239076.5|1|0|239076.5|239076.5|5
469|23204007.0|1527428.0|202005|27/05/2020|12:52:57|193011|231|800698000000.0|62|DepÂ¢sito Cte|5231.0|E|1|1|P|P|400000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |11/01/2019||0|0|1|0|0|0|0|1|0|2020-05-27|2019-11-01|0|0|0|208 days|208.0|0|0|1|1|0|1|0|0|0|0|400000.0|1|0|400000.0|400000.0|1
1300|3714454.0|446948.0|202007|29/07/2020|11:17:05|355001|119|902249000000.0|62|DepÂ¢sito Cte|5239.0|E|1|1|P|P|312743.9|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/09/2002||0|0|0|0|0|0|1|0|0|2020-07-29|2002-02-09|0|0|0|6745 days|6745.0|0|0|1|1|0|1|0|0|0|1|312743.9|1|0|312743.9|312743.9|2
2750|93143.0|14938485.0|202006|09/06/2020|12:11:41|375000|321|800703000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|266894.9|P|EMPRESA                            |BANCA PERSONAL                     |07/04/1998||0|0|0|0|0|1|0|0|0|2020-09-06|1998-07-04|0|0|0|8100 days|8100.0|0|0|1|1|0|0|1|0|0|1|266894.9|1|0|266894.9|266894.9|0
3454|8261506.0|152573.0|202005|04/05/2020|10:16:58|305003|49|800692000000.0|62|DepÂ¢sito Cte|5190.0|E|1|1|P|P|217300.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |09/02/2009||0|0|1|0|0|0|0|0|0|2020-04-05|2009-09-02|0|0|0|3868 days|3868.0|0|0|1|1|0|1|0|0|0|0|217300.0|1|0|217300.0|217300.0|4
3381|7071429.0|877773.0|202007|23/07/2020|13:11:24|215000|382|800728000000.0|117|Credipago without validation|121.0|E|1|1|E|P|400000.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|0|0|1|0|2020-07-23|2008-09-07|0|0|0|4337 days|4337.0|0|0|1|1|0|0|1|0|0|0|400000.0|1|0|400000.0|400000.0|6
2931|4613804.0|6497825.0|202004|07/04/2020|11:17:52|215000|145|800687000000.0|62|DepÂ¢sito Cte|5141.0|E|1|1|E|P|270000.0|P|EMPRESA                            |BANCA PERSONAL                     |27/05/2004||0|0|1|0|0|1|0|0|0|2020-07-04|2004-05-27|0|0|0|5882 days|5882.0|0|0|1|1|0|0|1|0|0|0|270000.0|1|0|270000.0|270000.0|16
2837|40805.0|11957684.0|202005|14/05/2020|16:02:05|194022|367|800695000000.0|115|Credipago with partial validation|1542.0|E|1|1|E|P|370000.0|E|EMPRESA                            |BANCA PERSONAL                     |19/05/1997||0|0|0|0|0|0|1|0|0|2020-05-14|1997-05-19|0|0|0|8396 days|8396.0|0|0|1|1|0|0|1|0|0|1|370000.0|1|1|370000.0|370000.0|3
689|4895158.0|8518762.0|202008|20/08/2020|10:42:40|480000|88|902253000000.0|117|Credipago without validation|1554.0|E|1|1|E|P|229892.45|P|EMPRESA                            |BANCA PERSONAL                     |08/02/2005||0|0|0|0|0|0|0|0|0|2020-08-20|2005-08-02|0|0|0|5497 days|5497.0|0|0|1|1|0|0|1|0|0|1|229892.45|1|0|229892.45|229892.45|0
2241|7071429.0|9848343.0|202007|01/07/2020|11:44:34|285000|202|902243000000.0|117|Credipago without validation|121.0|E|1|1|E|P|372650.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|0|1|0|0|2020-01-07|2008-09-07|0|0|0|4139 days|4139.0|0|0|1|1|0|0|1|0|0|0|372650.0|1|0|372650.0|372650.0|17
1194|8637421.0|3028570.0|202009|01/09/2020|15:58:36|380000|647|800739000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|478776.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|0|1|0|2020-01-09||0|0|0|||0|0|1|1|0|0|0|0|0|1|478776.0|1|0|478776.0|478776.0|14
2768|93143.0|14938485.0|202007|13/07/2020|12:38:50|375000|282|902245000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|202907.7|P|EMPRESA                            |BANCA PERSONAL                     |07/04/1998||0|0|0|0|0|0|0|0|0|2020-07-13|1998-07-04|0|0|0|8045 days|8045.0|0|0|1|1|0|0|1|0|0|1|202907.7|1|0|202907.7|202907.7|0
48|10759655.0|86628.0|202006|01/06/2020|11:26:10|194047|89|800700000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|249280.2|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/08/2009||0|0|1|0|0|1|0|0|0|2020-01-06|2009-12-08|0|0|0|3681 days|3681.0|0|0|1|1|0|1|0|0|0|0|249280.2|1|0|249280.2|249280.2|4
830|366868.0|983757.0|202003|02/03/2020|12:02:17|215000|682|800674000000.0|117|Credipago without validation|122.0|E|1|1|C|P|375400.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |23/10/1998||0|0|0|0|0|0|1|0|0|2020-02-03|1998-10-23|0|0|0|7773 days|7773.0|0|0|1|1|0|0|0|0|0|1|375400.0|1|0|375400.0|375400.0|10
